HEIGHT,WEIGHT,COUNTRY,LAST ATTENDED,BIRTHDATE,DRAFT,EXPERIENCE,DRAFT,BIRTHDATE,COUNTRY,LAST ATTENDED,EXPERIENCE,name,id
"6'5"" (1.96m)",221lb (100kg),USA,South Carolina Upstate,33 years,"December 19, 1990",Undrafted,7 Years,Undrafted,"December 19, 1990",USA,South Carolina Upstate,7 Years,Torrey Craig,1628470
"6'9"" (2.06m)",235lb (107kg),USA,Marquette,"May 13, 1975",1997 R2 Pick 50,8 Years,1997 R2 Pick 50,"May 13, 1975",USA,Marquette,8 Years,Chris Crawford,1544
"6'4"" (1.93m)",189lb (86kg),USA,St. Bonaventure,"December 23, 1940",1964 R4 Pick 26,5 Years,1964 R4 Pick 26,"December 23, 1940",USA,St. Bonaventure,5 Years,Freddie Crawford,76466
"6'6"" (1.98m)",220lb (100kg),USA,Louisiana Tech,23 years,"November 1, 2001",Undrafted,Rookie,Undrafted,"November 1, 2001",USA,Louisiana Tech,Rookie,Isaiah Crawford,1642384
"6'5"" (1.96m)",200lb (91kg),USA,Michigan,"March 20, 1980",2000 R1 Pick 8,21 Years,2000 R1 Pick 8,"March 20, 1980",USA,Michigan,21 Years,Jamal Crawford,2037
"6'5"" (1.96m)",210lb (95kg),USA,Kentucky,"June 17, 1986",2008 R2 Pick 58,2 Years,2008 R2 Pick 58,"June 17, 1986",USA,Kentucky,2 Years,Joe Crawford,201621
"6'5"" (1.96m)",195lb (88kg),USA,Xavier,"October 23, 1988",2010 R1 Pick 27,6 Years,2010 R1 Pick 27,"October 23, 1988",USA,Xavier,6 Years,Jordan Crawford,202348
"6'6"" (1.98m)",225lb (102kg),Australia,Gottingen,"April 27, 1992",Undrafted,2 Years,Undrafted,"April 27, 1992",Australia,Gottingen,2 Years,Mitchell Creek,1628249
"6'8"" (2.03m)",200lb (91kg),USA,Colorado,"April 18, 1950",1972 R3 Pick 40,1 Year,1972 R3 Pick 40,"April 18, 1950",USA,Colorado,1 Year,Jim Creighton,76468
"7'0"" (2.13m)",235lb (107kg),USA,Boston College,"August 14, 1958",1983 R4 Pick 75,1 Year,1983 R4 Pick 75,"August 14, 1958",USA,Boston College,1 Year,Ron Crevier,76469
"6'3"" (1.91m)",215lb (98kg),USA,Iowa State,"December 31, 1923",Undrafted,1 Year,Undrafted,"December 31, 1923",USA,Iowa State,1 Year,Hal Crisler,76470
"6'0"" (1.83m)",185lb (84kg),USA,Penn State,"July 18, 1979",Undrafted,2 Years,Undrafted,"July 18, 1979",USA,Penn State,2 Years,Joe Crispin,2343
"5'8"" (1.73m)",165lb (75kg),USA,New Mexico State,"November 6, 1948",Undrafted,8 Years,Undrafted,"November 6, 1948",USA,New Mexico State,8 Years,Charlie Criss,76471
"6'7"" (2.01m)",233lb (106kg),USA,Texas A&M,"June 20, 1965",1987 R3 Pick 53,2 Years,1987 R3 Pick 53,"June 20, 1965",USA,Texas A&M,2 Years,Winston Crite,76472
"6'5"" (1.96m)",200lb (91kg),USA,Georgia Tech,"December 31, 1987",2007 R1 Pick 19,3 Years,2007 R1 Pick 19,"December 31, 1987",USA,Georgia Tech,3 Years,Javaris Crittenton,201159
"6'4"" (1.93m)",205lb (93kg),USA,Western Michigan,"January 19, 1925",Undrafted,4 Years,Undrafted,"January 19, 1925",USA,Western Michigan,4 Years,Dillard Crocker,76473
"6'11"" (2.11m)",280lb (127kg),USA,North Carolina,"July 4, 1955",1978 R4 Pick 70,5 Years,1978 R4 Pick 70,"July 4, 1955",USA,North Carolina,5 Years,Jeffrey Crompton,76474
"6'4"" (1.93m)",195lb (88kg),USA,Tennessee,"January 4, 1957",1979 R3 Pick 62,1 Year,1979 R3 Pick 62,"January 4, 1957",USA,Tennessee,1 Year,Terry Crosby,76475
"6'10"" (2.08m)",240lb (109kg),USA,Providence,"May 1, 1975",1997 R1 Pick 12,12 Years,1997 R1 Pick 12,"May 1, 1975",USA,Providence,12 Years,Austin Croshere,1506
"6'10"" (2.08m)",240lb (109kg),USA,Maine,"September 1, 1961",1984 R3 Pick 61,1 Year,1984 R3 Pick 61,"September 1, 1961",USA,Maine,1 Year,Jeff Cross,76476
"6'9"" (2.06m)",230lb (104kg),USA,San Francisco,"March 28, 1948",1970 R2 Pick 23,3 Years,1970 R2 Pick 23,"March 28, 1948",USA,San Francisco,3 Years,Pete Cross,76477
"6'10"" (2.08m)",215lb (98kg),USA,Purdue,"September 5, 1961",1983 R1 Pick 6,1 Year,1983 R1 Pick 6,"September 5, 1961",USA,Purdue,1 Year,Russell Cross,76478
"6'1"" (1.85m)",165lb (75kg),USA,Pennsylvania,"July 4, 1924",1947 R1 Pick 6,3 Years,1947 R1 Pick 6,"July 4, 1924",USA,Pennsylvania,3 Years,Francis Crossin,76479
--,--,USA,Virginia,"July 15, 1969",Undrafted,11 Years,Undrafted,"July 15, 1969",USA,Virginia,11 Years,John Crotty,180
"6'7"" (2.01m)",210lb (95kg),USA,Duke,"October 22, 1954",1977 R6 Pick 111,1 Year,1977 R6 Pick 111,"October 22, 1954",USA,Duke,1 Year,Mark Crow,76481
"6'5"" (1.96m)",214lb (97kg),USA,Kentucky Wesleyan,"April 13, 1969",Undrafted,2 Years,Undrafted,"April 13, 1969",USA,Kentucky Wesleyan,2 Years,Corey Crowder,76482
"6'6"" (1.98m)",235lb (107kg),USA,Marquette,34 years,"July 6, 1990",2012 R2 Pick 34,12 Years,2012 R2 Pick 34,"July 6, 1990",USA,Marquette,12 Years,Jae Crowder,203109
"6'1"" (1.85m)",175lb (79kg),USA,Dayton,25 years,"July 18, 1999",Undrafted,2 Years,Undrafted,"July 18, 1999",USA,Dayton,2 Years,Jalen Crutcher,1630622
"6'6"" (1.98m)",195lb (88kg),USA,Texas Tech,25 years,"February 20, 1999",2019 R1 Pick 6,5 Years,2019 R1 Pick 6,"February 20, 1999",USA,Texas Tech,5 Years,Jarrett Culver,1629633
"6'5"" (1.96m)",205lb (93kg),USA,Cincinnati,"September 22, 1997",Undrafted,1 Year,Undrafted,"September 22, 1997",USA,Cincinnati,1 Year,Jarron Cumberland,1629600
"6'9"" (2.06m)",230lb (104kg),USA,Cincinnati,"July 11, 1956",1978 R3 Pick 59,12 Years,1978 R3 Pick 59,"July 11, 1956",USA,Cincinnati,12 Years,Pat Cummings,76483
"6'9"" (2.06m)",220lb (100kg),USA,DePaul,"March 15, 1961",1982 R1 Pick 2,18 Years,1982 R1 Pick 2,"March 15, 1961",USA,DePaul,18 Years,Terry Cummings,187
--,--,USA,Pittsburgh,"February 29, 1976",1999 R1 Pick 26,4 Years,1999 R1 Pick 26,"February 29, 1976",USA,Pittsburgh,4 Years,Vonteego Cummings,1907
"6'6"" (1.98m)",210lb (95kg),USA,North Carolina,"June 3, 1943",1965 R1 Pick 5,9 Years,1965 R1 Pick 5,"June 3, 1943",USA,North Carolina,9 Years,Billy Cunningham,76487
"6'6"" (1.98m)",220lb (100kg),USA,Oklahoma State,23 years,"September 25, 2001",2021 R1 Pick 1,3 Years,2021 R1 Pick 1,"September 25, 2001",USA,Oklahoma State,3 Years,Cade Cunningham,1630595
"6'8"" (2.03m)",230lb (104kg),USA,Villanova,"April 22, 1987",2009 R2 Pick 33,11 Years,2009 R2 Pick 33,"April 22, 1987",USA,Villanova,11 Years,Dante Cunningham,201967
"6'10"" (2.08m)",245lb (111kg),USA,Murray State,"July 11, 1946",1968 R2 Pick 21,7 Years,1968 R2 Pick 21,"July 11, 1946",USA,Murray State,7 Years,Dick Cunningham,76485
"6'4"" (1.93m)",195lb (88kg),USA,Oregon State,"May 22, 1991",2012 R1 Pick 24,5 Years,2012 R1 Pick 24,"May 22, 1991",USA,Oregon State,5 Years,Jared Cunningham,203099
"6'11"" (2.11m)",240lb (109kg),USA,Temple,"March 25, 1974",Undrafted,2 Years,Undrafted,"March 25, 1974",USA,Temple,2 Years,William Cunningham,1061
"6'10"" (2.08m)",275lb (125kg),Serbia,Union Olimpija,"September 26, 1965",Undrafted,1 Year,Undrafted,"September 26, 1965",Serbia,Union Olimpija,1 Year,Radisav Curcic,76488
"6'0"" (1.83m)",198lb (90kg),USA,Rhode Island,"August 1, 1919",Undrafted,1 Year,Undrafted,"August 1, 1919",USA,Rhode Island,1 Year,Armand Cure,76489
"6'9"" (2.06m)",210lb (95kg),USA,Detroit,"September 3, 1957",1979 R3 Pick 58,12 Years,1979 R3 Pick 58,"September 3, 1957",USA,Detroit,12 Years,Earl Cureton,940
--,--,USA,Boston College,"May 29, 1972",1994 R1 Pick 22,6 Years,1994 R1 Pick 22,"May 29, 1972",USA,Boston College,6 Years,Bill Curley,223
"6'0"" (1.83m)",175lb (79kg),USA,Notre Dame,"September 19, 1925",Undrafted,2 Years,Undrafted,"September 19, 1925",USA,Notre Dame,2 Years,Fran Curran,76492
"6'5"" (1.96m)",205lb (93kg),USA,Virginia Tech,"June 25, 1964",1986 R1 Pick 15,16 Years,1986 R1 Pick 15,"June 25, 1964",USA,Virginia Tech,16 Years,Dell Curry,209
"7'0"" (2.13m)",295lb (134kg),USA,Thornwood HS (IL),"December 5, 1982",2001 R1 Pick 4,11 Years,2001 R1 Pick 4,"December 5, 1982",USA,Thornwood HS (IL),11 Years,Eddy Curry,2201
"6'3"" (1.91m)",190lb (86kg),USA,Oklahoma State,"January 7, 1986",2007 R2 Pick 51,3 Years,2007 R2 Pick 51,"January 7, 1986",USA,Oklahoma State,3 Years,JamesOn Curry,201191
"6'5"" (1.96m)",210lb (95kg),USA,Georgia Southern,"August 22, 1968",Undrafted,11 Years,Undrafted,"August 22, 1968",USA,Georgia Southern,11 Years,Michael Curry,688
"6'1"" (1.85m)",185lb (84kg),USA,Duke,34 years,"August 23, 1990",Undrafted,10 Years,Undrafted,"August 23, 1990",USA,Duke,10 Years,Seth Curry,203552
"6'2"" (1.88m)",185lb (84kg),USA,Davidson,36 years,"March 14, 1988",2009 R1 Pick 7,15 Years,2009 R1 Pick 7,"March 14, 1988",USA,Davidson,15 Years,Stephen Curry,201939
"7'1"" (2.16m)",260lb (118kg),Serbia,Crvena zvezda,"June 22, 1970",Undrafted,1 Year,Undrafted,"June 22, 1970",Serbia,Crvena zvezda,1 Year,Rastko Cvetkovic,687
"6'3"" (1.91m)",185lb (84kg),USA,Marshall,"May 8, 1951",1973 R2 Pick 20,4 Years,1973 R2 Pick 20,"May 8, 1951",USA,Marshall,4 Years,Mike D'Antoni,76505
"6'8"" (2.03m)",210lb (95kg),France,Ratiopharm Ulm,19 years,"July 27, 2005",2024 R1 Pick 25,Rookie,2024 R1 Pick 25,"July 27, 2005",France,Ratiopharm Ulm,Rookie,Pacôme Dadiet,1642359
"6'5"" (1.96m)",190lb (86kg),USA,Duquesne,"January 31, 1926",1950,1 Year,1950,"January 31, 1926",USA,Duquesne,1 Year,Ed Dahler,76496
"6'3"" (1.91m)",180lb (82kg),USA,San Francisco,"January 22, 1961",1982 R1 Pick 7,10 Years,1982 R1 Pick 7,"January 22, 1961",USA,San Francisco,10 Years,Quintin Dailey,76497
"6'11"" (2.11m)",255lb (116kg),Haiti,Seton Hall,"May 10, 1980",2001 R1 Pick 26,14 Years,2001 R1 Pick 26,"May 10, 1980",Haiti,Seton Hall,14 Years,Samuel Dalembert,2223
"6'4"" (1.93m)",200lb (91kg),USA,Stanford,"May 24, 1922",Undrafted,3 Years,Undrafted,"May 24, 1922",USA,Stanford,3 Years,Howie Dallmar,76498
"6'11"" (2.11m)",265lb (120kg),USA,Mississippi State,"July 14, 1975",1996 R1 Pick 10,17 Years,1996 R1 Pick 10,"July 14, 1975",USA,Mississippi State,17 Years,Erick Dampier,956
"6'0"" (1.83m)",170lb (77kg),USA,Kentucky,"November 20, 1944",1967 R4 Pick 38,3 Years,1967 R4 Pick 38,"November 20, 1944",USA,Kentucky,3 Years,Lou Dampier,76499
"6'6"" (1.98m)",195lb (88kg),USA,Norfolk State,"November 15, 1947",1969 R4 Pick 45,13 Years,1969 R4 Pick 45,"November 15, 1947",USA,Norfolk State,13 Years,Bob Dandridge,76500
"6'4"" (1.93m)",205lb (93kg),USA,Bowling Green,"March 19, 1975",1997 R1 Pick 4,14 Years,1997 R1 Pick 4,"March 19, 1975",USA,Bowling Green,14 Years,Antonio Daniels,1498
--,--,USA,Villanova,25 years,"May 17, 1999",Undrafted,Rookie,Undrafted,"May 17, 1999",USA,Villanova,Rookie,Caleb Daniels,1641915
"6'7"" (2.01m)",199lb (90kg),Australia,NBA G League Ignite,21 years,"March 17, 2003",2022 R1 Pick 8,2 Years,2022 R1 Pick 8,"March 17, 2003",Australia,NBA G League Ignite,2 Years,Dyson Daniels,1630700
--,--,USA,Kentucky,"April 1, 1982",Undrafted,2 Years,Undrafted,"April 1, 1982",USA,Kentucky,2 Years,Erik Daniels,2845
"6'7"" (2.01m)",205lb (93kg),USA,Mt. San Antonio,"September 4, 1967",Undrafted,5 Years,Undrafted,"September 4, 1967",USA,Mt. San Antonio,5 Years,Lloyd Daniels,1380
"6'6"" (1.98m)",200lb (91kg),USA,Auburn,"January 7, 1981",Undrafted,11 Years,Undrafted,"January 7, 1981",USA,Auburn,11 Years,Marquis Daniels,2605
"6'9"" (2.06m)",220lb (100kg),USA,New Mexico,"July 20, 1944",1967 R1 Pick 9,1 Year,1967 R1 Pick 9,"July 20, 1944",USA,New Mexico,1 Year,Mel Daniels,76502
"6'4"" (1.93m)",200lb (91kg),USA,Virginia Commonwealth,"July 15, 1991",Undrafted,8 Years,Undrafted,"July 15, 1991",USA,Virginia Commonwealth,8 Years,Troy Daniels,203584
"6'6"" (1.98m)",200lb (91kg),Serbia,Virtus Bologna,"February 26, 1970",1992 R2 Pick 43,2 Years,1992 R2 Pick 43,"February 26, 1970",Serbia,Virtus Bologna,2 Years,Sasha Danilovic,390
"6'11"" (2.11m)",230lb (104kg),Mali,Oregon,23 years,"October 19, 2001",Undrafted,Rookie,Undrafted,"October 19, 2001",Mali,Oregon,Rookie,N'Faly Dante,1642368
"6'5"" (1.96m)",208lb (94kg),USA,Notre Dame,"February 26, 1955",1976 R1 Pick 6,15 Years,1976 R1 Pick 6,"February 26, 1955",USA,Notre Dame,15 Years,Adrian Dantley,76504
"6'7"" (2.01m)",217lb (98kg),USA,Oklahoma State,"March 3, 1930",Undrafted,1 Year,Undrafted,"March 3, 1930",USA,Oklahoma State,1 Year,Henry Darcey,76506
"6'1"" (1.85m)",170lb (77kg),USA,Denver,"June 19, 1922",1947,1 Year,1947,"June 19, 1922",USA,Denver,1 Year,Jimmy Darden,76507
"7'0"" (2.13m)",265lb (120kg),USA,George Washington,"October 10, 1972",1994 R1 Pick 14,4 Years,1994 R1 Pick 14,"October 10, 1972",USA,George Washington,4 Years,Yinka Dare,212
"6'4"" (1.93m)",210lb (95kg),USA,Virginia Commonwealth,"September 2, 1951",1974 R2 Pick 32,1 Year,1974 R2 Pick 32,"September 2, 1951",USA,Virginia Commonwealth,1 Year,Jesse Dark,76509
"6'6"" (1.98m)",200lb (91kg),Canada,Delaware,26 years,"August 30, 1998",Undrafted,2 Years,Undrafted,"August 30, 1998",Canada,Delaware,2 Years,Nate Darling,1630268
"5'10"" (1.78m)",170lb (77kg),USA,Bowling Green,"September 25, 1937",1960 R5 Pick 38,1 Year,1960 R5 Pick 38,"September 25, 1937",USA,Bowling Green,1 Year,Jimmy Darrow,76511
"6'8"" (2.03m)",215lb (98kg),Italy,Virtus Roma,"November 27, 1987",Undrafted,2 Years,Undrafted,"November 27, 1987",Italy,Virtus Roma,2 Years,Gigi Datome,203540
"7'0"" (2.13m)",245lb (111kg),USA,North Carolina,"October 19, 1965",1986 R1 Pick 1,8 Years,1986 R1 Pick 1,"October 19, 1965",USA,North Carolina,8 Years,Brad Daugherty,921
"6'9"" (2.06m)",230lb (104kg),USA,Budapest AEH,"October 22, 1971",Undrafted,3 Years,Undrafted,"October 22, 1971",USA,Budapest AEH,3 Years,Kornel David,1600
"6'10"" (2.08m)",230lb (104kg),USA,Alabama,"November 15, 1984",2007 R2 Pick 36,3 Years,2007 R2 Pick 36,"November 15, 1984",USA,Alabama,3 Years,Jermareo Davidson,201176
"6'1"" (1.85m)",175lb (79kg),USA,Seton Hall,"January 15, 1920",Undrafted,7 Years,Undrafted,"January 15, 1920",USA,Seton Hall,7 Years,Bob Davies,76514
"6'10"" (2.08m)",240lb (109kg),USA,Brigham Young,"July 25, 1991",Undrafted,2 Years,Undrafted,"July 25, 1991",USA,Brigham Young,2 Years,Brandon Davies,203561
"6'10"" (2.08m)",253lb (115kg),USA,Kentucky,31 years,"March 11, 1993",2012 R1 Pick 1,12 Years,2012 R1 Pick 1,"March 11, 1993",USA,Kentucky,12 Years,Anthony Davis,203076
"6'9"" (2.06m)",245lb (111kg),USA,Texas-El Paso,"October 31, 1968",1990 R2 Pick 45,13 Years,1990 R2 Pick 45,"October 31, 1968",USA,Texas-El Paso,13 Years,Antonio Davis,213
"6'2"" (1.88m)",175lb (79kg),USA,Oklahoma Baptist,"March 28, 1921",Undrafted,1 Year,Undrafted,"March 28, 1921",USA,Oklahoma Baptist,1 Year,Aubrey Davis,76515
"6'3"" (1.91m)",212lb (96kg),USA,UCLA,"April 13, 1979",1999 R1 Pick 3,14 Years,1999 R1 Pick 3,"April 13, 1979",USA,UCLA,14 Years,Baron Davis,1884
"6'9"" (2.06m)",245lb (111kg),USA,Arizona,"December 26, 1972",1996 R2 Pick 43,5 Years,1996 R2 Pick 43,"December 26, 1972",USA,Arizona,5 Years,Ben Davis,989
"6'3"" (1.91m)",215lb (98kg),USA,Notre Dame,"October 3, 1921",1968 R12 Pick 160,1 Year,1968 R12 Pick 160,"October 3, 1921",USA,Notre Dame,1 Year,Bill Davis,76538
"6'7"" (2.01m)",215lb (98kg),USA,Weber State,"April 2, 1950",1972 R2 Pick 14,1 Year,1972 R2 Pick 14,"April 2, 1950",USA,Weber State,1 Year,Bob Davis,76533
"6'3"" (1.91m)",180lb (82kg),USA,Maryland,"December 17, 1955",1977 R1 Pick 15,15 Years,1977 R1 Pick 15,"December 17, 1955",USA,Maryland,15 Years,Brad Davis,76516
"6'7"" (2.01m)",200lb (91kg),USA,Duke,"June 21, 1970",1992 R2 Pick 48,1 Year,1992 R2 Pick 48,"June 21, 1970",USA,Duke,1 Year,Brian Davis,76517
"6'7"" (2.01m)",215lb (98kg),USA,Vanderbilt,"October 5, 1958",1981 R2 Pick 35,8 Years,1981 R2 Pick 35,"October 5, 1958",USA,Vanderbilt,8 Years,Charlie Davis,76518
"6'1"" (1.85m)",160lb (73kg),USA,Wake Forest,"September 7, 1949",1971 R8 Pick 120,3 Years,1971 R8 Pick 120,"September 7, 1949",USA,Wake Forest,3 Years,Charlie Davis,76519
"6'11"" (2.11m)",252lb (114kg),USA,Clemson,"March 25, 1969",1991 R1 Pick 13,17 Years,1991 R1 Pick 13,"March 25, 1969",USA,Clemson,17 Years,Dale Davis,905
"6'11"" (2.11m)",237lb (108kg),USA,Michigan State,"December 2, 1996",2016 R2 Pick 31,4 Years,2016 R2 Pick 31,"December 2, 1996",USA,Michigan State,4 Years,Deyonta Davis,1627738
"6'8"" (2.03m)",220lb (100kg),USA,Houston,"October 11, 1949",1972 R1 Pick 3,5 Years,1972 R1 Pick 3,"October 11, 1949",USA,Houston,5 Years,Double D Davis,76521
"6'9"" (2.06m)",218lb (99kg),USA,North Carolina,"June 5, 1989",2010 R1 Pick 13,13 Years,2010 R1 Pick 13,"June 5, 1989",USA,North Carolina,13 Years,Ed Davis,202334
"6'7"" (2.01m)",195lb (88kg),USA,Duquesne,"June 16, 1950",1972 R7 Pick 113,5 Years,1972 R7 Pick 113,"June 16, 1950",USA,Duquesne,5 Years,Edward Davis,76522
"6'5"" (1.96m)",195lb (88kg),USA,Delaware State,"August 27, 1968",Undrafted,7 Years,Undrafted,"August 27, 1968",USA,Delaware State,7 Years,Emanual Davis,1023
"6'9"" (2.06m)",289lb (131kg),USA,Louisiana State,"January 1, 1986",2007 R2 Pick 35,8 Years,2007 R2 Pick 35,"January 1, 1986",USA,Louisiana State,8 Years,Glen Davis,201175
"6'7"" (2.01m)",220lb (100kg),USA,Florida State,"January 27, 1956",1978 R2 Pick 33,2 Years,1978 R2 Pick 33,"January 27, 1956",USA,Florida State,2 Years,Harry Davis,76523
"6'5"" (1.96m)",183lb (83kg),USA,North Carolina,"May 17, 1970",1992 R1 Pick 20,13 Years,1992 R1 Pick 20,"May 17, 1970",USA,North Carolina,13 Years,Hubert Davis,93
"6'7"" (2.01m)",220lb (100kg),USA,St. John's (NY),"April 22, 1932",1954 R6 Pick 52,1 Year,1954 R6 Pick 52,"April 22, 1932",USA,St. John's (NY),1 Year,James Davis,76524
"6'9"" (2.06m)",225lb (102kg),USA,Colorado,"December 18, 1941",1964 R4 Pick 27,8 Years,1964 R4 Pick 27,"December 18, 1941",USA,Colorado,8 Years,Jim Davis,76525
"6'2"" (1.88m)",170lb (77kg),USA,Dayton,"October 21, 1955",1976 R2 Pick 22,10 Years,1976 R2 Pick 22,"October 21, 1955",USA,Dayton,10 Years,Johnny Davis,76526
"6'4"" (1.93m)",195lb (88kg),USA,Wisconsin,22 years,"February 27, 2002",2022 R1 Pick 10,2 Years,2022 R1 Pick 10,"February 27, 2002",USA,Wisconsin,2 Years,Johnny Davis,1631098
"6'8"" (2.03m)",235lb (107kg),USA,Wyoming,"August 10, 1980",Undrafted,4 Years,Undrafted,"August 10, 1980",USA,Wyoming,4 Years,Josh Davis,2668
"6'7"" (2.01m)",205lb (93kg),USA,Texas Tech,"April 26, 1973",1995 R2 Pick 48,4 Years,1995 R2 Pick 48,"April 26, 1973",USA,Texas Tech,4 Years,Mark Davis,707
"6'6"" (1.98m)",195lb (88kg),USA,Old Dominion,"June 8, 1963",1985 R4 Pick 79,1 Year,1985 R4 Pick 79,"June 8, 1963",USA,Old Dominion,1 Year,Mark Davis,76528
"6'6"" (1.98m)",220lb (100kg),USA,St. John's (NY),"November 9, 1950",1973 R1 Pick 14,4 Years,1973 R1 Pick 14,"November 9, 1950",USA,St. John's (NY),4 Years,Mel Davis,76529
"6'10"" (2.08m)",230lb (104kg),USA,Maryland,"August 2, 1956",Undrafted,1 Year,Undrafted,"August 2, 1956",USA,Maryland,1 Year,Michael Davis,76530
"6'3"" (1.91m)",185lb (84kg),USA,Virginia Union,"July 26, 1946",1969 R1 Pick 14,4 Years,1969 R1 Pick 14,"July 26, 1946",USA,Virginia Union,4 Years,Mike Davis,76531
"6'7"" (2.01m)",205lb (93kg),USA,Tennessee State,"July 26, 1958",1980 R1 Pick 21,1 Year,1980 R1 Pick 21,"July 26, 1958",USA,Tennessee State,1 Year,Monti Davis,76520
"6'11"" (2.11m)",270lb (122kg),USA,Michigan State,"July 21, 1984",2006 R2 Pick 34,4 Years,2006 R2 Pick 34,"July 21, 1984",USA,Michigan State,4 Years,Paul Davis,200781
"6'4"" (1.93m)",180lb (82kg),USA,Cincinnati,"September 7, 1938",1960 R3 Pick 17,2 Years,1960 R3 Pick 17,"September 7, 1938",USA,Cincinnati,2 Years,Ralph Davis,76532
"6'7"" (2.01m)",195lb (88kg),USA,Iowa,"September 23, 1979",1998 R1 Pick 21,12 Years,1998 R1 Pick 21,"September 23, 1979",USA,Iowa,12 Years,Ricky Davis,1729
"6'6"" (1.98m)",198lb (90kg),USA,Washington State,"May 1, 1954",1976 R5 Pick 70,3 Years,1976 R5 Pick 70,"May 1, 1954",USA,Washington State,3 Years,Ron Davis,76534
"6'4"" (1.93m)",201lb (91kg),USA,Mississippi,"May 16, 1997",Undrafted,5 Years,Undrafted,"May 16, 1997",USA,Mississippi,5 Years,Terence Davis,1629056
"6'10"" (2.08m)",270lb (122kg),USA,Virginia Union,"June 17, 1967",Undrafted,10 Years,Undrafted,"June 17, 1967",USA,Virginia Union,10 Years,Terry Davis,426
"6'10"" (2.08m)",266lb (121kg),USA,Texas A&M,"May 22, 1997",Undrafted,1 Year,Undrafted,"May 22, 1997",USA,Texas A&M,1 Year,Tyler Davis,1629093
"6'8"" (2.03m)",205lb (93kg),USA,Texas A&M,"January 5, 1931",1952,5 Years,1952,"January 5, 1931",USA,Texas A&M,5 Years,Walt Davis,76536
"6'6"" (1.98m)",193lb (88kg),USA,North Carolina,"September 9, 1954",1977 R1 Pick 5,15 Years,1977 R1 Pick 5,"September 9, 1954",USA,North Carolina,15 Years,Walter Davis,1453
"6'1"" (1.85m)",195lb (88kg),USA,Alabama,22 years,"October 3, 2002",2022 R2 Pick 53,2 Years,2022 R2 Pick 53,"October 3, 2002",USA,Alabama,2 Years,JD Davison,1631120
"6'5"" (1.96m)",219lb (99kg),USA,Duke,"September 19, 1991",Undrafted,1 Year,Undrafted,"September 19, 1991",USA,Duke,1 Year,Andre Dawkins,203958
"6'11"" (2.11m)",251lb (114kg),USA,Maynard Evans HS (FL),"January 11, 1957",1975 R1 Pick 5,14 Years,1975 R1 Pick 5,"January 11, 1957",USA,Maynard Evans HS (FL),14 Years,Darryl Dawkins,76539
"6'2"" (1.88m)",165lb (75kg),USA,Duke,"September 28, 1963",1986 R1 Pick 10,9 Years,1986 R1 Pick 10,"September 28, 1963",USA,Duke,9 Years,Johnny Dawkins,1008
"6'5"" (1.96m)",190lb (86kg),USA,Northern Illinois,"June 10, 1957",1979 R10 Pick 185,1 Year,1979 R10 Pick 185,"June 10, 1957",USA,Northern Illinois,1 Year,Paul Dawkins,76541
"6'6"" (1.98m)",225lb (102kg),USA,Michigan State,"February 1, 1993",2015 R2 Pick 56,2 Years,2015 R2 Pick 56,"February 1, 1993",USA,Michigan State,2 Years,Branden Dawson,1626183
"6'9"" (2.06m)",250lb (113kg),USA,Midwestern State,"July 7, 1984",Undrafted,2 Years,Undrafted,"July 7, 1984",USA,Midwestern State,2 Years,Eric Dawson,201286
"6'7"" (2.01m)",215lb (98kg),USA,Florida State,"August 25, 1967",Undrafted,2 Years,Undrafted,"August 25, 1967",USA,Florida State,2 Years,Tony Dawson,76542
--,--,USA,Arkansas,"January 7, 1970",1992 R1 Pick 8,8 Years,1992 R1 Pick 8,"January 7, 1970",USA,Arkansas,8 Years,Todd Day,103
"6'11"" (2.11m)",220lb (100kg),USA,Gonzaga,"June 5, 1988",2009 R1 Pick 15,7 Years,2009 R1 Pick 15,"June 5, 1988",USA,Gonzaga,7 Years,Austin Daye,201948
"6'8"" (2.03m)",220lb (100kg),USA,UCLA,"November 30, 1960",1983 R3 Pick 57,5 Years,1983 R3 Pick 57,"November 30, 1960",USA,UCLA,5 Years,Darren Daye,76543
"6'7"" (2.01m)",245lb (111kg),USA,Louisiana State,"October 20, 1999",Undrafted,2 Years,Undrafted,"October 20, 1999",USA,Louisiana State,2 Years,Darius Days,1630620
"6'5"" (1.96m)",195lb (88kg),France,Valencia,"June 23, 1987",2009 R2 Pick 53,3 Years,2009 R2 Pick 53,"June 23, 1987",France,Valencia,3 Years,Nando De Colo,201986
"6'6"" (1.98m)",220lb (100kg),USA,Detroit,"October 16, 1940",1962,12 Years,1962,"October 16, 1940",USA,Detroit,12 Years,Dave DeBusschere,76545
"6'10"" (2.08m)",255lb (116kg),USA,Florida,"February 1, 1973",1995 R2 Pick 34,11 Years,1995 R2 Pick 34,"February 1, 1973",USA,Florida,11 Years,Andrew DeClercq,692
"6'10"" (2.08m)",234lb (106kg),USA,Duke,"April 7, 1998",Undrafted,1 Year,Undrafted,"April 7, 1998",USA,Duke,1 Year,Javin DeLaurier,1629602
"6'6"" (1.98m)",220lb (100kg),USA,Wisconsin-River Falls,"January 5, 1926",1950,1 Year,1950,"January 5, 1926",USA,Wisconsin-River Falls,1 Year,Nate DeLong,76551
